article_id,segment_id,segment_text,annee,entity_location,entity_date,entity_location_cam,entity_date_cam,publication_date,heidletime_dates,real_entity_location,real_entity_location_cam,similarity_score,best_term,concept,theme,neutral
651,3,"conduite pour éviter une répétition du sinistre de mai 2003. Cétait en avril dernier, lors de la cérémonie de réouverture de Rood Woko à la fin des travaux de réhabilitation ou de réparation de cette importante infrastructure. Rood woko est un patrimoine de tous les Burkinabè et nul na le droit dentraver son bon fonctionnement, encore moins de le dégrader dune manière ou dune autre. Les commerçants et leurs organisations syndicales, les autorités actuelles de la mairie, les acteurs actuels de cet incessant bras de fer doivent se dire quils laisseront un jour la place à dautres. Doù vient-il que Rood woko est aujourdhui le point de mire de lactualité nationale. Soit les règles applicables à tout le monde sont mauvaises, et dans ce cas il faut les changer soit elles nont pas été établies de façon consensuelle, et il faut requérir plus de consensus. Mais il est hors de question que les responsables de Rood Woko, à quelque niveau quils se situent, permettent que le désordre qui prévalait avant lincendie de 2003 se réinstalle. Cest inadmissible. Et sil se trouve aujourdhui quil y a des personnes ou une catégorie de personnes qui pensent que le désordre et lanarchie sont les conditions de la prospérité de leurs affaires, il faut les extirper sans ménagement. Les responsables doivent savoir ce quil faut faire deux. Nous avions écrit quavec les commerçants de Rood Woko, le maire Simon nobtiendra rien par la force ou lintimidation. Au contraire, tout est possible avec la sensibilisation, le dialogue, les échanges, la concertation, etc. Mais nous pensons quil est temps de tout faire pour permettre aux femmes et aux hommes qui veulent travailler honnêtement, de travailler. Les affaires ne riment pas avec le désordre et lanarchie. Sidzabda LObservateur Paalga",2009,"[""'Rood Woko'"", ""'Rood woko'"", ""'Rood woko'"", ""'Rood Woko'"", ""'Rood Woko'""]",['mai 2003'],"[""'Rood Woko'"", ""'Rood woko'"", ""'Burkinabè'"", ""'Rood woko'"", ""'Rood Woko'"", ""'Rood Woko'""]","['mai 2003', 'en avril dernier', 'un jour', 'aujourdhui le', '2003', 'aujourdhui']",2009-11-10,"['2003-05', '2009-04', '2003']",{},{},0.70069325,moyen de subsistance en danger,famine,alimentaire,0
651,4,"et aux hommes qui veulent travailler honnêtement, de travailler. Les affaires ne riment pas avec le désordre et lanarchie. Sidzabda LObservateur Paalga",2009,[''],[],[''],[],2009-11-10,[],{},{},0.5193255,commerce déloyal,corruption,sociopolitique,0
652,0,"INDEMNITES DE CHEFS DE SERVICE : Injustices au MESSRS.jeudi 9 avril 2009 à 01h48min.Le non-paiement des indemnités des chefs de service des directions régionales, cas spécifique du ministère des Enseignements secondaire, supérieur et de la recherche scientifique. Tel est lobjet de la lettre ouverte ci-dessous, adressée au Premier ministre. Lauteur se dit victime dinjustices. Au moment où lannée 2009 commence à dérouler son quatrième mois, junis ma voix à tous ceux qui, à linstar de vos proches collaborateurs, vous ont souhaité les vœux de bonne santé, de longévité, de succès pour vous même et pour votre famille. Junis ma voix à tous ceux qui ont prié et prient encore pour vous et pour tous vos collaborateurs. Monsieur le Premier ministre, je joins enfin ma voix à celle de tous ceux qui vous félicitent pour vos efforts et vos grandes entreprises pour que le Burkina emprunte le chemin du développement. Merci Monsieur le Premier ministre pour votre recherche du redressement et du rétablissement de la justice et de légalité à certains niveaux. Monsieur le Premier ministre, je viens par la présente vous faire part de linjustice qui subsiste quant au paiement des indemnités de fonction des chefs de service. De peur de me tromper, je me limite à mon ministère le ministère des Enseignements secondaire, supérieur et de la recherche scientifique MESSRS tout en supposant que cest une situation qui prévaut dans tous les ministères. Les injustices Jai été consulté pour une nomination au poste de chef de service dans une direction régionale du MESSRS en début de vacances scolaires 2005. Dès le mois de juillet 2005, jai été prié de rejoindre le bureau après publication dune note de service maffectant effectivement à la direction régionale. Première injustice : ce nest quau mois davril 2006 soit neuf 09 mois après ma",2009,[''],"['jeudi 9 avril 2009', 'juillet 2005']","[""'MESSRS'"", ""'ministère des Enseignements secondaire"", ""supérieur'"", ""'Burkina'"", ""'ministère des Enseignements secondaire"", ""supérieur et de la recherche scientifique MESSRS'"", ""'MESSRS'""]","['jeudi 9 avril 2009 à 01h48min', '2009', 'mois', '2005.', 'juillet 2005,', '2006', 'neuf 09 mois après']",2009-04-09,"['2009-04-09', '2009', '2005', '2005-07', '2006']",{},"{'Burkina Faso': {'type': 'country', 'lat': '12.0753083', 'lon': '-1.6880314', 'count': 1}}",0.55495214,action étatique insuffisante,action étatique insuffisante,sociopolitique,0
652,2,"était en cours et que la situation connaîtrait un dénouement incessant. Mais voilà quen 2009, la situation reste toujours bloquée. Observations Monsieur le Premier ministre, sans vouloir comparer et mettre sur le même niveau dimportance les différentes fonctions, je fais lobservation suivante : entre 2006 année de ma nomination et 2009, notre pays a connu des changements et des remaniements à pratiquement tous les niveaux : nomination de ministres, de directeurs généraux, régionaux, provinciaux, de secrétaires généraux, etc. Je me pose bien la question de savoir si tous ces responsables ont attendu, attendent et attendront aussi longtemps pour percevoir leurs indemnités de fonction. La réponse est claire : non. Pourquoi alors les chefs de service doivent-ils attendre des années ? Dois-je tout simplement, Monsieur le Premier ministre, conclure quil y a chefs et chefs ? Si un ministre, un directeur ou un secrétaire général est capable dassurer tout seul la bonne marche de sa structure, pourquoi sentourer de services ? Sil est reconnu que les chefs de service constituent des appuis nécessaires, pourquoi donc tergiverser aussi longtemps avant de reconnaître leurs mérites ? Il y eut dans notre pays des moments où les grands devaient décider pour eux-mêmes les décisions furent prises et lon passa même à lacte malgré les protestations et contestations des petits et de lopinion en général. Maintenant quil sagit de décider en faveur des petits, on se met à réfléchir pendant des années ! Monsieur le Premier ministre, entre 2006 pour ne parler que de ce que je sais ma situation et 2009, certains chefs de service ont été mutés, dautres ont connu de la promotion, dautres ont même perdu la vie sans avoir perçu la moindre indemnité et je me demande si tout ce monde pourra un jour réclamer son dû ? LEtat serait-il capable",2009,"[""'notre pays'"", ""'notre pays'""]","['2009', '2006', '2009', '2006', '2009']","[""'LEtat'""]","['2009,', 'entre 2006 année', 'et 2009,', 'années', 'années', 'entre 2006', 'et 2009,', 'un jour']",2009-04-09,"['2009', '2009', '2009-04-09', '2006', '2009']",{},{},0.5626254,instabilité politique,instabilité politique,sociopolitique,0
652,3,"dautres ont même perdu la vie sans avoir perçu la moindre indemnité et je me demande si tout ce monde pourra un jour réclamer son dû ? LEtat serait-il capable de payer et de réparer toutes ces injustices ? Il est clair que le non-paiement des indemnités de fonction des chefs de service ne fait pas la une des journaux et ne constitue même pas une préoccupation pour un directeur régional du MESSRS encore moins de toute une direction régionale sinon il y a longtemps que le problème avait trouvé solution. Les chefs de services constituent le petit maillon de la grosse chaîne et ont besoin à ce titre de soins tout comme les gros maillons. Je suis sûr que vous ignorez la situation, mais certains de vos collaborateurs à savoir le ministre des Enseignements secondaire, supérieur et de la recherche scientifique, son directeur des ressources humaines et les treize 13 directeurs régionaux ne lignorent pas. Dans la direction régionale où je suis en service, nous cumulons les fonctions car personne ne veut venir servir là, et personne nenvie nos postes. Par contre le fauteuil du directeur régional est beaucoup convoité. La raison est connue et toute simple : personne naimerait se nourrir que du titre. Personne nenvierait la place du directeur, si celui-ci ne percevait aucune indemnité et ne bénéficiait daucun avantage. Un grand penseur avait laissé entendre que les révoltes naissent parce que les uns mangent et les autres regardent mais jespère quon narrivera pas à une telle situation. Tout en souhaitant que vous continuiez de remporter des victoires sur le vaste chantier du Burkina, sachez Monsieur le Premier ministre que je fais partie des Burkinabè qui vous encouragent, vous soutiennent et croient au développement du pays des hommes intègres. B.O. Le Pays",2009,[''],[],"[""'LEtat'"", ""'Enseignements secondaire'"", ""'Burkina'"", ""'Burkinabè'"", ""'Le Pays'""]",['un jour'],2009-04-09,[],{},"{'Burkina Faso': {'type': 'country', 'lat': '12.0753083', 'lon': '-1.6880314', 'count': 1}}",0.6088574,action étatique insuffisante,action étatique insuffisante,sociopolitique,0
653,1,"au niveau de ladministration, ce qui suppose que le travail nest pas accompli et que lautorité qui commande ne dispose pas dassez de pouvoir pour rappeler les gens à lordre. A ce moment, on ne sait plus où se trouve le pouvoir au niveau de linstitution, ce qui crée un désordre. Il faut que chaque personne sache quels sont ses droits et ses devoirs. Dans la société, on na pas que des droits, on a aussi des devoirs et que chaque citoyen sache sen tenir lorsquil manque à son devoir. Donc, cest pour dire que sans assises, où on identifiera les problèmes et les solutions durables ? Il est évident que linstitution ne pourra pas bien fonctionner. Alors que le fonctionnement de linstitution est capital pour les missions quelle aura à accomplir. Cest pourquoi nous pensons que ces assises sont très importantes. S. : Pourquoi le SYNADEC a accepté suspendre le mot dordre degrève alors que toutes ses revendications nétaient pas satisfaites ? M. S. : Une lutte a plusieurs étapes. La première étape est quon détermine les points de revendication. Après quoi, on approche lautorité pour dialoguer afin de savoir si elle sera sensible à la résolution des problèmes. Si elle sen charge et quelle prenne des décisions qui vont dans lintérêt des travailleurs, à ce moment, il ny a pas de lutte. Par contre, si lautorité fait la sourde oreille, si elle nest pas regardante vis-à- vis des préoccupations des travailleurs, ils engagent une lutte. La première étape de la lutte, cest larrêt du travail, chose que nous avons faite. Nous avons arrêté le travail pour une durée indéterminée. Lautorité a accepté faire un pas en avant en payant la dette sociale et en acceptant négocier avec nous parce que larrêt de travail avait été long. Il fallait",2009,[''],[],[''],[],2009-04-06,[],{},{},0.6546184,action étatique insuffisante,action étatique insuffisante,sociopolitique,0
654,1,"de la communauté scientifique, et nous comprenons tous que chacun dentre nous est un monde en miniature et quil y a en chacun dentre nous le soleil, la lune et les étoiles , note le Pr Jean Koulidiati, président du comité dorganisation, avant dinterpeller ses pairs en ces termes : Un proverbe dit Tant que les lions nauront pas leur historien, les histoires de chasse seront toujours à la gloire du chasseur. Il faut donc que les universitaires africains expliquent eux-mêmes la nouveauté et lintelligence de leurs projets et de leurs actions et fassent entendre leur voix . Pour le Pr Mamadou Koumaré, président du comité scientifique, il sagit aussi dun combat pour la justice et léquité : Au regard de la couverture sanitaire assurée par le système traditionnel de soins, il nest plus acceptable que les moyens qui lui sont alloués ne soient pas à la hauteur du rôle quil joue. Aussi a-t-il appelé à la nécessaire formation des hommes et à la coopération internationale. Dans cette rencontre bisannuelle, le ministre de la Santé, Seydou Bouda, voit un trait dunion entre chercheurs et détenteurs du savoir médical traditionnel, et une dynamique porteuse despérance . Toutefois, il a formulé deux suggestions. La première, relative à la relance de la pharmacopée africaine, porte la nécessaire mise à jour de linventaire de la flore tropicale. La seconde plaide pour lélaboration dun répertoire consensuel des bonnes pratiques médicales dAfrique. La cérémonie a été marquée par lélévation de trois personnalités au rang de chevalier de lOrdre national. Il sagit, en loccurrence, des Pr Mamadou Koumaré du Mali, de Laurent Aké-Assi de la Côte dIvoire et de Jean-Louis Pousset de la France. Alain Saint Robespierre LObservateur Paalga",2009,[''],[],"[""'dAfrique'"", ""'Mali'"", ""'Côte dIvoire'"", ""'la France'""]",[],2009-10-07,[],{},{},0.5127145,moyen de subsistance en danger,famine,alimentaire,0
655,1,": une bonne organisation pour agresser et distraire en même temps leurs victimes . 12 mois ferme de prison ont été requis contre les délinquants dont certains sont des récidivistes notoires. Le tribunal a suivi le réquisitoire du parquet en les condamnant à un an demprisonnement ferme et au payement de la somme de 70 000 F CFA représentant la valeur des biens dérobés à la victime. Lun des prévenus comparait, chapelet en main pour dire toute la vérité Cest à croire que le sort sacharne contre O.A. Sorti de prison le 6 juin 2009, il a été pris chez lui en compagnie de quatre de ses amis. Le groupe des cinq, âgés de 20 à 46 ans, poursuivi pour détention et vente de chanvre indien et de cocaïne, ont tous un casier judiciaire déjà chargé : tentative de vol, vol, recel, usage et vente de stupéfiants, escroquerie Devant le tribunal, O.A, chez qui la drogue a été découverte, dit ignorer la présence dun tel colis dans sa demeure. Il estime quil doit appartenir à celui qui avait loué sa maison lorsquil purgeait sa peine à la maison darrêt. Ses camarades dinfortune, réfutent également lidée quils se sont regroupés chez O.A au campement SITARAIL, pour consommer de la drogue. Une rencontre fortuite selon eux ! Il a fallu tout le tact du juge, qui a amené les cinq prévenus hors de la salle du tribunal et ensuite les a introduits un par un afin de les entendre individuellement, pour que les langues se délient. A.O avoue quils se retrouvent souvent pour fumer la drogue et que le chef dorchestre est M.B. Le livreur serait un vieux, en fuite actuellement. Un témoignage qui a mis à nu les mensonges de ses amis qui avaient tout nié, même dans leurs dépositions à",2009,"[""'campement SITARAIL'""]",['6 juin 2009'],"[""'CFA'""]","['12 mois', 'à un an', 'le 6 juin 2009,', '20 à 46 ans']",2009-07-08,"['2009-06-06', '2009-07-08']",{},{},0.5199298,captage abusif,sécheresse,environment,0
655,3,"dans le même entrepôt. Une autre victime qui a perdu 6 bidons dhuile, évalue son préjudice à 80 000 F CFA. Un autre commerçant encore, cambriolé estime à 443 300 F CFA le montant de ses marchandises volées. Le parquet a requis 36 mois ferme contre les 6 prévenus en attendant lévaluation complète des dommages et intérêts. Ils seront situés sur leur sort, le 10 juillet prochain. Rassemblés par Mahamadi TIEGNA camerlingue78yahoo.fr Sidwaya",2009,[''],['10 juillet prochain'],[''],"['36 mois', 'le 10 juillet prochain']",2009-07-08,['2009-07-10'],{},{},0.5670145,perte d'actif,inflation,economique,0
656,2,"usagers ont été revendus et certains ont pu être récupérés. Il y avait des portables haut de gamme qui ont été revendus et des gens les ont achetés sans rien dire. Les produits pharmaceutiques également, le voleur a réussi à vendre une partie à des gens qui les ont également achetés sans chercher à comprendre. Cest à ce niveau, que nous souhaitons une plus grande et franche collaboration de la population . Modibo Coulibaly de poursuivre quil ny a pas de petits faits. Un individu qui est suspect doit être immédiatement signalé à nos services et dès lors nous procédons à une vérification. Des numéros verts sont disponibles à cet effet. Nous garantissons la confidentialité des appels et des renseignements . Le présumé auteur de toutes ces attaques à main armée sera déféré à la Maison darrêt en attendant son procès. Francis DA stagiaire LExpress du Faso",2009,"[""'Maison darrêt'""]",[],"[""'Maison darrêt'""]",[],2009-09-25,[],{},{},0.59221244,moyen de subsistance en danger,famine,alimentaire,0
658,1,"catégorique du père. Sagissant des chances de survie des bébés, elles sont, même minces, tributaires du plateau technique et des compétences disponibles à la pédiatrie, a précisé M. Nikiéma. Par ailleurs, il sest employé à convaincre les parents en leur rappelant des cas graves ayant connu des suites heureuses après une intervention de spécialistes. Lorsque nous quittions les lieux à 12h, la mère, selon le personnel médical, navait pas encore vu ses enfants. Comme il fallait sy attendre, lopinion na pas tardé à rechercher les causes de cette déformation, qui dans loccultisme, qui dans limpénétrabilité des voies du Seigneur. Et pourtant, le simple suivi de la grossesse ou une échographie aurait permis déviter cette situation, a-t-on expliqué dans les locaux de la maternité. A lheure où nous tracions ces lignes, les parents sopposaient toujours à lévacuation mais le MCD et ses collaborateurs essayaient de trouver un consensus médical avec eux. Abdoulaye DIANDA collaborateur Le Pays",2009,[''],['12h'],[''],['à 12h'],2009-09-30,[],{},{},0.6098902,mortalité des enfants de moins de cinq,mortalité infantile,humanHealth,0
659,1,"fait signer par tous les partis politiques significatifs de cette periode, une charte pour lharmonie inter-ethnique. Ils sétaient engagés à ne pas utiliser la manipulations, des sentiments dappartenance ethnique à des fins politiciennes. LONG Notre nation existe depuis 13 ans et est visible sur le terrain par des activités bien ciblées dans le domaine de la démocratie et de la lutte contre la pauvreté. S. : Depuis 2004, votre ONG a institué le prix de la cohésion nationale qui a été attribué en 2008, au président Blaise Compaoré. Pouvez-vous nous indiquer le sens de cette distinction ? A.N. : La crise sociopolitique que traverse la Côte dIvoire a fait beaucoup de mal au pays. Cest pour cela que lONG Notre nation a trouvé nécessaire dinstituer en 2004, un prix dénommé prix de la cohésion nationale qui a pour objectif, dencourager les acteurs nationaux et internationaux à poser des actes qui aident la Côte dIvoire à sortir de la crise. En 2008, après la signature des accords de Ouagadougou, nous avons décidé dattribuer ce prix au président Blaise Compaoré pour ce quil a fait, même si le processus na pas encore abouti. Barak Obama vient dêtre attributaire du prix Nobel de la paix après juste un discours. En attribuant ce prix au président Compaoré, nous avons voulu lencourager et lui exprimer la reconnaissance de la Côte dIvoire. Car, il pouvait facilement se désengager compte tenu des antécédents et de tout ce qui avait été dit sur lui dans la presse ivoirienne. Il a accepté malgré tout de nous aider et les choses sont sur la bonne voie. Auparavant, le prix avait été attribué en 2007, à Laurent Dona Fologo et en 2006, au président de la Fédération ivoirienne de football, Jacques Anouma, pour le rôle quils ont joué dans la mobilisation",2009,"[""'Côte dIvoire'"", ""'Côte dIvoire'"", ""'Ouagadougou'"", ""'Côte dIvoire'""]","['2004', '2008', '2004', '2008', '2007', '2006']","[""'Côte dIvoire'"", ""'Côte dIvoire'"", ""'Côte dIvoire'""]","['13 ans et', '2004,', 'en 2008,', 'en 2004,', 'En 2008,', 'en 2007,', 'et en 2006,']",2009-12-15,"['2004', '2008', '2004', '2008', 'PAST_REF', '2007', '2006']","{'Ouagadougou': {'type': 'city', 'lat': '12.3681873', 'lon': '-1.5270944', 'count': 1}}",{},0.5355778,instabilité politique,instabilité politique,sociopolitique,0
659,5,"pensent que nous devons utiliser nos ressources et nous considérons le président Blaise Compaoré comme une personne-ressource au service de lAfrique. Nous devons par conséquent, nous inspirer de sa sagesse pour bâtir des Etats stables en Afrique. S. : Quel bilan faites-vous de la situation actuelle de votre pays, après encore un ènième report des élections ? A.N. : Il est très facile de détruire, mais très difficile de reconstruire. Sortir dune crise comme celle que la Côte dIvoire a connue nest pas très aisée. Car il y a eu entre-temps, des intérêts qui se sont constitués et tout le monde nest pas forcément favorable à un retour à une situation normale. Mais, lIvoirien moyen est fatigué de cette crise et veut en sortir. Pourtant, ce nest pas pour cela quil faut se presser, il faut aller doucement. Il ne sert à rien dorganiser encore des élections calamiteuses qui nous replongeraient dans la crise. A ce moment, tous ces efforts que tout le monde a consentis nauraient servi à rien. Donc si lon a besoin de deux, trois mois en plus pour organiser des élections propres et non contestables à la fin, cest tant mieux. Parce quon ne peut pas aller aux élections sans des listes électorales fiables. Interview réalisée par Sié Simplice HIEN Sidwaya",2009,"[""'Afrique'"", ""'Côte dIvoire'""]",[],"[""'lAfrique'"", ""'Etats'"", ""'Afrique'"", ""'Côte dIvoire'"", ""'lIvoirien'""]","['deux', 'trois mois']",2009-12-15,[],{},{},0.6059025,moyen de subsistance en danger,famine,alimentaire,0
660,1,"précautions techniques et sanitaires nécessaires. Pour arrêter la propagation du mal du siècle , les travailleurs du sexe TS doivent avoir le courage de prendre le taureau par les cornes et dire à leurs clients : No test, no sex . Avec le sourire Fasozine",2009,[''],[],[''],[],2009-12-01,[],{},{},0.6100643,moyen de subsistance en danger,famine,alimentaire,0
661,3,"les besoins de la cuisine vous rappelleront que vous êtes le chef de famille. Ceux qui véritablement se frottent les mains en ces périodes de fête sont incontestablement les commerçants toutes catégories confondues. Les restaurateurs, tenanciers de débits de boisson, les gérants de boutiques et autres vendeurs de babioles voient leurs chiffres daffaires se multiplier à loccasion. Sous prétexte de vous faire passer de bonnes fêtes, ils parlent de prix promotionnels et de solde de stocks. Cependant, ouvrez lœil car ce nest pas toujours le cas. En effet, vous pourrez payer plus cher pour un article en pensant avoir fait une bonne affaire. Mais que voulez-vous ? Chacun ne veut pas rester en marge de la fête doù lexplosion des dépenses toute chose qui est compréhensible quitte à se serrer sérieusement la ceinture pour laprès-fête et les mois à venir. Pour notre part nous souhaitons bonne fête de Noël à tous ! Et prudence et modération afin que laprès fête nai pas un goût amer.o. Angelin DABIRE LOpinion",2009,[''],[],[''],[],2009-12-24,['2009-12-25'],{},{},0.5303007,voler du manger,violence,sociopolitique,0
662,0,"EXAMENS ET CONCOURS : Fraudes et corruption, les deux soeurs siamoises.vendredi 26 juin 2009 à 01h37min.Daucuns se rappellent cette caricature de lhebdomadaire Le Journal du Jeudi plus connu sous le nom J.J. La caricature met en scène un élu de la Nation en train de sermonner son fils parce quil a appris que celui-ci a fraudé à lexamen. Et le garnement de répliquer à son père : Cest vrai que jai fraudé. Mais, vous, vous avez aussi fraudé aux élections pour être élus. Cette histoire signifie que la fraude est devenue un phénomène avec lequel la société burkinabè doit compter. Elle a pour soeur, une siamoise, la corruption. Fraude et corruption sont inextricablement liées et vivent en symbiose parfaite. Au Burkina Faso, un coup séreux a été porté à la fraude, du moins dans ses parties visibles au cours de la session 2009. Les lexamens du CEP dabord, celui du BEPC ensuite, enfin celui du baccalauréat se sont déroulés sans que personne ne soit très inondé par des nappes de pétrole en fuite don ne sait où sans que personne nait déclaré avoir été très incommodé par lodeur de ce carburant devenu cher. Quant aux concours organisés par le ministère de la Fonction publique et de la Réforme de lÉtat, la stratégie mise en place cette année a permis quils se soient déroulés sans beaucoup daccrocs, cest-à-dire trop de fraudes. Mention honorable donc pour le ministre Soungalo Ouattara et son équipe ! Des efforts louables ont été faits pour endiguer le fléau de la fraude en 2009. Des efforts quil convient de reconnaître et quil faut encourager. Ce nest pas toujours que cela arrive au Pays des hommes intègres. On peut citer comme fait de haute portée morale, le démantèlement de ce réseau de faussaires, un réseau spécialisé dans la",2009,"[""'Burkina Faso'""]","['vendredi 26 juin 2009', '2009', '2009']","[""'Nation'"", ""'Burkina Faso'"", ""'Pays'""]","['endredi 26 juin 2009 à 01h37min', '2009.', 'année', 'en 2009.']",2009-06-26,"['2009-06-26', '2009-06-25', '2009', '2009', '2009']","{'Burkina Faso': {'type': 'country', 'lat': '12.0753083', 'lon': '-1.6880314', 'count': 1}}","{'Burkina Faso': {'type': 'country', 'lat': '12.0753083', 'lon': '-1.6880314', 'count': 1}}",0.52490985,corruption,corruption,sociopolitique,0
662,1,"toujours que cela arrive au Pays des hommes intègres. On peut citer comme fait de haute portée morale, le démantèlement de ce réseau de faussaires, un réseau spécialisé dans la falsification des pièces didentité qui permettent à des mercenaires daller composer à la place des candidats authentiques. Il faut dire que les ailes de la fraude ont été cassées, mais loiseau, même à terre, peut continuer dattraper des proies et de faire des victimes. Cest dire donc que ce nest pas le moment, loin de là, de baisser la garde. Il faut toujours traquer le fléau, détruire ses nids que sont les réseaux divers. Mais ce qui a été fait mérite dêtre salué, et nous le saluons car cest un combat de salut public. Nous disions que les causes visibles de la fraude ont été sérieusement malmenées cette année grâce à lengagement ferme du gouvernement dorganiser des concours et des examens propres. Apparemment, il semble avoir réussi. Mais le reste ! De la correction au transfert des notes, jusquà la publication des résultats, beaucoup de vilaines choses peuvent se passer. Quelle sera lattitude dun professeur qui est correcteur sil reçoit un coup de fil dun parent de candidat qui lui précise le centre dexamen de son fils ou de sa fille, les signes quil pourrait détecter en regardant bien la feuille dexamen, etc. ? Lhomme qui se trouve au bout du fil propose cent mille 100 000, deux cent mille 200 000 francs à ce professeur sil coopère. Il y a aujourdhui dans ce pays des parents qui ne reculent devant aucune dépense quand il sagit doffrir un diplôme à leur enfant. Que pensez-vous que cet enfant deviendra avec un diplôme qui lui a été acheté ? Les fraudeurs vont se regrouper pour développer des initiatives, des initiatives de survie,",2009,"[""'Pays des hommes intègres'"", ""'pays'""]",[],"[""'Pays'""]","['cette année', 'aujourdhui dans']",2009-06-26,['2009'],{},{},0.64106774,commerce déloyal,corruption,sociopolitique,0
662,3,"sérieux à la fraude lors des examens et concours de cette année, cest certes le fruit dune volonté politique. Pourquoi ne mettent-elles pas la même volonté politique dans leur combat contre la corruption ? Le Burkina y gagnerait beaucoup, à lintérieur mais surtout à lextérieur. Pour finir, une question : Qua-t-on fait des membres du réseau qui a été démantelé ? Qui sont-ils ? Leur identité doit être connue. Le Fou Le Pays",2009,"[""'Le Burkina'""]",[],"[""'Burkina'""]",['année'],2009-06-26,['2009'],{},"{'Burkina Faso': {'type': 'country', 'lat': '12.0753083', 'lon': '-1.6880314', 'count': 1}}",0.55994236,corruption,corruption,sociopolitique,0
663,0,"Droits humains : La Rose croix en appelle au respect de lEtat de Devoirs.jeudi 6 août 2009 à 02h15min.LOrdre de la Rose croix Amorc Burkina Faso, dirigé M. Youssef Husseini, en lieu et place du Professeur Kalifa BAYO, a fait parvenir à notre rédaction, la déclaration rosicrucienne des devoirs de lHomme. Si tous les individus sacquittent de ces devoirs fondamentaux, il resterait peu de droits à revendiquer, affirme les rosicruciens. Nous vous livrons in extenso, cette déclaration Déclaration rosicrucienne des devoirs de lhomme Prologue Dès lors que les hommes ont pris conscience de la nécessité de vivre en sociétés organisées, ils ont généré diverses formes de gouvernement pour en assurer le fonctionnement. A ce jour, il apparaît que cest à travers la démocratie que sexpriment le mieux les intérêts et les aspirations des individus en particulier, et des peuples en général. En effet, bien que ce système soit imparfait et comporte nombre de faiblesses, ce sont actuellement les sociétés démocratiques qui garantissent le mieux les droits de lhomme, tels quils ont été définis dans la Déclaration universelle. Mais si le respect des droits de chacun est le fondement de toute démocratie, toute démocratie qui nencourage pas le respect des devoirs correspondants porte en elle les germes de la décadence et favorise lémergence dune dictature. Ainsi que lhistoire la montré, le bon fonctionnement dune société dépend dun juste équilibre entre les droits et les devoirs de tout individu. Lorsque cet équilibre en vient à être rompu, que ce soit dailleurs au niveau des gouvernants ou des gouvernés, les totalitarismes les plus extrêmes semparent de la situation et plongent les nations concernées dans le chaos et la barbarie. A laube du XXIe siècle, nous constatons que dans nombre de pays où la démocratie est devenue un acquis de longue date, les droits",2009,"[""'Burkina Faso'""]",['jeudi 6 août 2009'],"[""'Burkina Faso'""]",['jeudi 6 août 2009 à 02h15min'],2009-08-06,"['2009-08-06', '2009-08-06', '2009-08-06', '20']","{'Burkina Faso': {'type': 'country', 'lat': '12.0753083', 'lon': '-1.6880314', 'count': 1}}","{'Burkina Faso': {'type': 'country', 'lat': '12.0753083', 'lon': '-1.6880314', 'count': 1}}",0.61352146,violations des droits,violence,sociopolitique,0
663,1,"dans le chaos et la barbarie. A laube du XXIe siècle, nous constatons que dans nombre de pays où la démocratie est devenue un acquis de longue date, les droits des citoyens priment sur les devoirs qui leur incombent en tant quhommes, de sorte que léquilibre est, sinon rompu entre les uns et les autres, du moins très menacé. Craignant que ce déséquilibre ne samplifie et naboutisse dans ces mêmes pays à une régression de la condition humaine, nous soumettons cette Déclaration des devoirs de lhomme à tous ceux et à toutes celles qui partagent notre inquiétude : Déclaration Article 1 : Tout individu a le devoir de respecter sans prévention les droits de lhomme, tels quils sont définis dans la Déclaration universelle. Article 2 : Tout individu a le devoir de se respecter lui-même et de ne pas avilir son corps ou sa conscience par des comportements ou des pratiques mettant en cause sa dignité ou son intégrité. Article 3 : Tout individu a le devoir de respecter autrui, sans distinction de race, de sexe, de religion, de classe sociale, de communauté ou de tout autre élément apparemment distinctif. Article 4 : Tout individu a le devoir de respecter les lois du pays dans lequel il vit, étant entendu que ces lois doivent avoir pour fondement le respect de ses droits les plus légitimes. Article 5 : Tout individu a le devoir de respecter les croyances religieuses et les opinions politiques dautrui, dès lors quelles ne portent atteinte, ni à la personne humaine, ni à la société. Article 6 : Tout individu a le devoir dêtre bienveillant en pensée, en parole et en action, afin dêtre un agent de paix sociale et un exemple pour les autres. Article 7 : Tout individu en âge, en état ou en condition",2009,"[""'pays'""]",['XXIe siècle'],[''],[],2009-08-06,['20'],{},{},0.52610135,violations des droits,violence,sociopolitique,0
663,3,"et voir en elle un patrimoine universel. Article 14 : Tout individu a le devoir de respecter les animaux et de les considérer véritablement comme des êtres, non seulement vivants, mais également conscients et sensibles. Epilogue Si tous les individus sacquittaient de ces devoirs fondamentaux, il resterait peu de droits à revendiquer, car chacun bénéficierait du respect qui lui est dû et pourrait vivre heureux dans la société. Cest pourquoi toute démocratie ne doit pas se limiter à promouvoir un Etat de droits , auquel cas léquilibre évoqué dans le Prologue ne peut être maintenu. Il est impératif également quelle prône un Etat de devoirs , afin que tout citoyen exprime dans son comportement ce que lhomme a de meilleur en lui. Ce nest quen sappuyant sur ces deux piliers que la civilisation pourra assumer pleinement son statut dhumanité. Sidwaya",2009,[''],[],"[""'Etat'"", ""'Etat'""]",[],2009-08-06,[],{},{},0.5362878,violations des droits,violence,sociopolitique,0
