text,label,text_length
Petenangue,village,10
Sambabouli,village,10
Pelaboukou,village,10
Yoda-Mossi,village,10
Tambouassa,village,10
Zoundweogo,province,10
Secteur 05,village,10
Secteur 30,village,10
Secteur 31,village,10
Touroukoro,village,10
Sebretenga,village,10
Manegsombo,village,10
Tessoaghin,village,10
Letiefesso,village,10
Kodemwende,village,10
Nianankore,village,10
Secteur 32,village,10
Secteur 33,village,10
Kotougouni,village,10
Gargabouli,village,10
Sokoura Ii,village,10
Tourgoguin,village,10
Secteur 34,village,10
Kangotenga,village,10
Boulemporo,village,10
Boangtenga,village,10
Sakedougou,village,10
Secteur 35,village,10
Secteur 04,village,10
Kourougoue,village,10
Secteur 36,village,10
Sassambari,village,10
Konankoira,village,10
Patiarakuy,village,10
Heredougou,village,10
Secteur 55,village,10
Niempourou,village,10
Secteur 01,village,10
Bavigue-Ka,village,10
Talfomenga,village,10
Koboundoum,village,10
Secteur 25,village,10
Guefourgou,village,10
Secteur 26,village,10
Bassintare,village,10
Kongodiana,village,10
Fougangoue,village,10
Soudoubila,village,10
Secteur 27,village,10
Bankorosso,village,10
Secteur 02,village,10
Andemtenga,village,10
Yelembasse,village,10
Diondougou,village,10
Koussidian,village,10
Kapongouan,village,10
Salembaore,village,10
Secteur 28,village,10
Secteur 29,village,10
Silmiougou,village,10
Noagatenga,village,10
Secteur 03,village,10
Secteur 37,village,10
Koundoghin,village,10
Silmimossi,village,10
Secteur 50,village,10
Secteur 49,village,10
Dazankiema,village,10
Gamadougou,village,10
Kouzoughin,village,10
Yevedougou,village,10
Kienfangue,village,10
Secteur 40,village,10
Kouankin I,village,10
Secteur 48,village,10
Secteur 47,village,10
Grand-Bale,village,10
Kodemzoaga,village,10
Kankamogre,village,10
Bilamtenga,village,10
Secteur 46,village,10
Kouroumani,village,10
Secteur 41,village,10
Yargatenga,village,10
Labretenga,village,10
Niansogoni,village,10
Konadougou,village,10
Secteur 45,village,10
Secteur 42,village,10
Secteur 43,village,10
Kalembouly,village,10
Ilabekolon,village,10
Koredougou,village,10
Toma-Koura,village,10
Kanadougou,village,10
Mara-Petit,village,10
Tomikoroni,village,10
Guiedougou,village,10
Sirabadara,village,10
Secteur 38,village,10
Gnongzinse,village,10
Mara-Grand,village,10
Secteur 06,village,10
Secteur 54,village,10
Secteur 07,village,10
Kolonkoura,village,10
Tanlarghin,village,10
Bassagoulo,village,10
Secteur 53,village,10
Pamnonghin,village,10
Bolomakote,village,10
Fornofesso,village,10
Oumnonghin,village,10
Kolonidara,village,10
Linguekoro,village,10
Secteur 52,village,10
Secteur 39,village,10
Secteur 51,village,10
Nahartenga,village,10
Nabakoutou,village,10
Siraboguin,village,10
Secteur 44,village,10
Nayamtenga,village,10
Dagamtenga,village,10
Biron-Bobo,village,10
Kangounaba,village,10
Modaogo Ii,village,10
Bougreboko,village,10
Sadon-Bobo,village,10
Secteur 13,village,10
Kassakongo,village,10
Secteur 14,village,10
Secteur 15,village,10
Damandigui,village,10
Fabedougou,village,10
Nakamtenga,village,10
Sampaongho,village,10
Banagoubou,village,10
Mokomdongo,village,10
Tampaologo,village,10
Teni-Peulh,village,10
Toungourou,village,10
Douamtenga,village,10
Sangaboule,village,10
Sankouissi,village,10
Koultianga,village,10
Kankanghin,village,10
Noraotenga,village,10
Kamiankoro,village,10
Bangassogo,village,10
Zabindella,village,10
Katoulbere,village,10
Dogtenga 1,village,10
Dogtenga 2,village,10
Secteur 11,village,10
Koukoadore,village,10
Basbatenga,village,10
Kamsaoghin,village,10
Kamidougou,village,10
Vag-Vaguin,village,10
Milimtenga,village,10
Koudiorgou,village,10
Namoukouka,village,10
Kokemnorin,village,10
Secteur 10,village,10
Bankoumani,village,10
Somdabesma,village,10
Tansablogo,village,10
Secteur 12,village,10
Kouassagou,village,10
Kasseguera,village,10
Sambaregou,village,10
Deregoue I,village,10
Secteur 19,village,10
Nabikessem,village,10
Koulkienga,village,10
Magnimasso,village,10
Wobzoughin,village,10
Tingandogo,village,10
Montionkuy,village,10
Badnogo Ii,village,10
Dalamba Ii,village,10
Secteur 20,village,10
Wenibankin,village,10
Secteur 21,village,10
Passakongo,village,10
Secteur 22,village,10
Secteur 23,village,10
Gorombouli,village,10
Djondougou,village,10
Saint-Jean,village,10
Secteur 24,village,10
Yambatenga,village,10
Ouanabekuy,village,10
Dimistenga,village,10
Koukatenga,village,10
Saint-Paul,village,10
Ouroubonon,village,10
Secteur 16,village,10
Katabtenga,village,10
Bomborokuy,village,10
Hasbialaye,village,10
Bagamoussa,village,10
Secteur 17,village,10
Missakongo,village,10
Secteur 18,village,10
Setebtenga,village,10
Sangabouli,village,10
Karfiguela,village,10
Noulibouli,village,10
Dankoumana,village,10
Tiampagora,village,10
Kouritenga,village,10
Bambilare,village,9
Niombouna,village,9
Lermitera,village,9
Sarambour,village,9
Ramiougou,village,9
Gongongou,village,9
Song-Naba,village,9
Kounkouna,village,9
Guibtenga,village,9
Nakoayaro,village,9
Koursiera,village,9
Boulounsi,village,9
Kinkinrgo,village,9
Pihitenga,village,9
Tankounga,village,9
Douroukou,village,9
Niombripo,village,9
Boui-Boui,village,9
Sambtenga,village,9
Matambima,village,9
Tanvousse,village,9
Moutoulou,village,9
Loutionao,village,9
Bouboulou,village,9
Danagnara,village,9
Boussoura,village,9
Nioniongo,village,9
Aligaga I,village,9
Kadakouna,village,9
Doussoula,village,9
Bondomena,village,9
Pintiagou,village,9
Donkomena,village,9
Donombene,village,9
Bagounsia,village,9
Boulyende,village,9
Nagnoagou,village,9
Gbonkolou,village,9
Nadouonou,village,9
Gongonblo,village,9
Mangoulma,village,9
Kodemtore,village,9
Kouboulou,village,9
Namandala,village,9
Werinkera,village,9
Bitoungou,village,9
Konakiera,village,9
Liptougou,village,9
Bombou Ii,village,9
Bossongre,village,9
Danamiara,village,9
Tasmakatt,village,9
Pissiongo,village,9
Kel-Arabo,village,9
Samboulga,village,9
Koreguere,village,9
Nibieteon,village,9
Idomossen,village,9
Goangoana,village,9
Yeritagui,village,9
Tiassiery,village,9
Tankpetou,village,9
Delouteon,village,9
Sangbanou,village,9
Ouro-Seni,village,9
Kombedogo,village,9
Kamandena,village,9
Kougsabla,village,9
Koukoundi,village,9
Yougoudri,village,9
Nassougou,village,9
Signoghin,village,9
Bonfateon,village,9
Kouyargou,village,9
Soo-Vovor,village,9
Toublongo,village,9
Leamtenga,village,9
Nongbamba,village,9
Ouittenga,village,9
Ouattigue,village,9
Soumarani,village,9
Naba-Rabo,village,9
Seguenega,village,9
Kosmassom,village,9
Kabaniora,village,9
Solomnore,village,9
Boudangou,village,9
Naba Zana,village,9
Koumasgho,village,9
Somnamere,village,9
Bangamsin,village,9
Tiabongou,village,9
Bambambou,village,9
Djegbanao,village,9
Haperekuy,village,9
Niorgou I,village,9
Roambanka,village,9
Nacombogo,village,9
Zinka-Tol,village,9
Kaondoure,village,9
Pawamtore,village,9
Doumgouma,village,9
Kamsandin,village,9
Nassingre,village,9
Timambadi,village,9
Koulweogo,village,9
Dindirgou,village,9
Hamdalaye,village,9
Gongorgou,village,9
Mamanguel,village,9
Poltionao,village,9
Kelembali,village,9
Toyogodin,village,9
Ouationao,village,9
Kongoabsi,village,9
N'tonhela,village,9
N'tompira,village,9
Bagkienga,village,9
Boulmanga,village,9
Nokpadouo,village,9
Koulgonda,village,9
Kogbiagou,village,9
Kuilkanda,village,9
Nongfaire,village,9
Niamisseo,village,9
Barwagdin,village,9
Boumtenga,village,9
Tomabissi,village,9
Lagobilin,village,9
Lankiande,village,9
Lillougou,village,9
Nomikidou,village,9
Tin-Ediar,village,9
Songtaaba,village,9
Goantinga,village,9
Sambitera,village,9
Yolonhira,village,9
Carrefour,village,9
Bangharia,village,9
Ouoh-Bilo,village,9
Koulniere,village,9
Dassambin,village,9
Taonsghin,village,9
Boussoure,village,9
Sarkounga,village,9
Tompomena,village,9
Tougnabou,village,9
Kourfadji,village,9
Tobinkora,village,9
Pougdiari,village,9
Satembila,village,9
Pougbondi,village,9
Pognamade,village,9
Ambkaongo,village,9
Nimbrongo,village,9
Kuilmasga,village,9
Longouzou,village,9
Senokayel,village,9
Nassobgue,village,9
Andekanda,village,9
Oualoubie,village,9
Hondokire,village,9
Balamanou,village,9
Barimagou,village,9
Iolonioro,village,9
Tifrodouo,village,9
Zambanega,village,9
Nabmalgma,village,9
Onliassan,village,9
Koulpissi,village,9
Mormouslo,village,9
Kpelegane,village,9
Gnikpiere,village,9
Gnigbaman,village,9
Tohogodou,village,9
Moussakuy,village,9
Koratenga,village,9
Gnoumakuy,village,9
Peteldaou,village,9
Bantougri,village,9
Bendougou,village,9
Kayero-Bo,village,9
Bagatenga,village,9
Yassougou,village,9
Tindangou,village,9
Tihandeni,village,9
Prounkera,village,9
Thiougori,village,9
Teng-Soba,village,9
Noperdouo,village,9
Nobrodouo,village,9
Komgnesse,village,9
Samboandi,village,9
Mounakoro,village,9
Kpambilou,village,9
Kosso-You,village,9
Mocomtore,village,9
Kini-Kini,village,9
Zecknabin,village,9
Tamkoursi,village,9
Ouentenga,village,9
Wayen-Zam,village,9
Natieteon,village,9
Poedogo 1,village,9
Tankoemse,village,9
Kouleteon,village,9
Poedogo 2,village,9
Kokolibou,village,9
Palilgogo,village,9
Ramitenga,village,9
Soultenga,village,9
Tampiokin,village,9
Teri-Samo,village,9
Naborgane,village,9
Tanibiaga,village,9
Ouavousse,village,9
Talembika,village,9
Sambtinga,village,9
Bouloboye,village,9
Doumakele,village,9
Feto-Dana,village,9
Guizigoro,village,9
Pizonguin,village,9
Djinkargo,village,9
Tanlargho,village,9
Pissegdin,village,9
Betiessan,village,9
Hortougou,village,9
Djantiogo,village,9
Boulwando,village,9
Nagreongo,village,9
Bonkorowe,village,9
Mossadeni,village,9
N'pantera,village,9
Koumseogo,village,9
Donssiere,village,9
Nalanghin,village,9
Kankangou,village,9
Kalayenou,village,9
Bouzourou,village,9
Dienemena,village,9
Garbongou,village,9
Dalamiera,village,9
Bourateon,village,9
Douloumba,village,9
Batie-Ble,village,9
Tiogagara,village,9
Diagorgou,village,9
Mingboura,village,9
Teyogodin,village,9
Mandjinao,village,9
Kadjateon,village,9
Maldodomo,village,9
Gbonflera,village,9
Bakadjara,village,9
Sourapera,village,9
Ouadangou,village,9
Ognoadeni,village,9
Nindongou,village,9
Bilanghin,village,9
Yoldoteon,village,9
Tagneteon,village,9
Amdallaye,village,9
Goudayere,village,9
Gnegneogo,village,9
Tiekouyou,village,9
Djoungbal,village,9
Kampidiou,village,9
Gongonkar,village,9
Kontiandi,village,9
Taouremba,village,9
Saworokuy,village,9
Goulmodjo,village,9
Gnimpiema,village,9
Tiahiguel,village,9
Fatiangou,village,9
Bouktenga,village,9
Binissira,village,9
Bidardouo,village,9
Baheldouo,village,9
Korombere,village,9
Diagourou,village,9
Sokoulani,village,9
Boukargou,village,9
Touronata,village,9
Thiourkuy,village,9
Sorkorera,village,9
Woba-Tila,village,9
Pilorghin,village,9
Sikorosso,village,9
Kieglesse,village,9
Nonkinena,village,9
Lambroura,village,9
Dionfirga,village,9
Kirikongo,village,9
Yobitenga,village,9
Gandeongo,village,9
Tangsebla,village,9
Zonatenga,village,9
Badnogo I,village,9
Nassourou,village,9
Toumbenga,village,9
Soualimou,village,9
Dissankuy,village,9
Ouro-Daka,village,9
Maldianga,village,9
Ouro-Foni,village,9
Diamdiara,village,9
Kopialiga,village,9
Gnifoagma,village,9
Zougbilin,village,9
Bazanwara,village,9
Sankuissi,village,9
Tanama V2,village,9
Zoetgomde,village,9
Tanama V3,village,9
Bantouani,village,9
Zoumtoega,village,9
Tanama V4,village,9
Konkoliko,village,9
Tandakoye,village,9
Tiandiaga,village,9
Gbomblora,village,9
Sanipenga,village,9
Beguegnan,village,9
Boutontou,village,9
Yelboulga,village,9
Namoungou,village,9
Kodiengou,village,9
Bazilakoa,village,9
Koulkinga,village,9
Tolkaboua,village,9
Wolo-Wolo,village,9
Nangtenga,village,9
Bossongri,village,9
Sadaba Ii,village,9
Doumbouro,village,9
Kpankpaga,village,9
Kompienga,village,9
Fanwargou,village,9
Zinakongo,village,9
Tialbonga,village,9
Nabdoghin,village,9
Koulgorin,village,9
Vouregane,village,9
Sambalgou,village,9
Belinayou,village,9
Tampaongo,village,9
Navrinkpe,village,9
Mohadagou,village,9
Roffenega,village,9
Nablegane,village,9
Moulourou,village,9
Mantougou,village,9
Boudtenga,village,9
Kolonkome,village,9
Koulegane,village,9
Kantchari,village,9
Hakoundel,village,9
Yalanayou,village,9
Doumouole,village,9
Dioumouon,village,9
Yeressoro,village,9
Koukouldi,village,9
Dimianema,village,9
Dalampour,village,9
Dalampouo,village,9
Womzougou,village,9
Nassoulou,village,9
Ganagoulo,village,9
Menzourou,village,9
Rafnamane,village,9
Lantargou,village,9
Youm-Yiri,village,9
Balantira,village,9
Diapangou,village,9
Bilakongo,village,9
Wassakore,village,9
Bianargou,village,9
Bissighin,village,9
Linonghin,village,9
Tanghin 1,village,9
Tanghin 2,village,9
Tollingui,village,9
Dakouteon,village,9
Wanonghin,village,9
Batibogou,village,9
Kokologho,village,9
Dogomnogo,village,9
Kongninga,village,9
Bominasso,village,9
Kogdangou,village,9
Koulsinga,village,9
Kakongnon,village,9
Helintira,village,9
Songpelse,village,9
Djatakoro,village,9
Soumakoro,village,9
Bawe-Dara,village,9
Okargouni,village,9
Soumoukuy,village,9
Boromissi,village,9
Demapouin,village,9
Sorobouly,village,9
Boukantie,village,9
Doudoulma,village,9
Poupourou,village,9
Kolonkomi,village,9
Wele-Wele,village,9
Koulmasga,village,9
Tamidiara,village,9
Doudoulcy,village,9
Sorgboura,village,9
Sillalara,village,9
Kollakoye,village,9
Siboulbie,village,9
Pig-Poore,village,9
Bouomoana,village,9
Mouzoumou,village,9
Koumboura,village,9
Talbayiri,village,9
Bandingui,village,9
Koul-Gane,village,9
Nabi-Yiri,village,9
Koassanga,village,9
Pagatenga,village,9
Gueswende,village,9
Kilimpira,village,9
Koubounga,village,9
Siedougou,village,9
Pampangou,village,9
Dounkoura,village,9
Dienbende,village,9
Gouroungo,village,9
Kouakouli,village,9
Balbzinko,village,9
Damiougou,village,9
Boulkessi,village,9
Toubyengo,village,9
Soudougui,departement,9
Gomponsom,village,9
Foutrigui,village,9
Gangargui,village,9
Boula-Est,village,9
Dourtenga,departement,9
Tamassari,village,9
Pougyango,village,9
Kamsancin,village,9
Timbaouri,village,9
Kolgsamba,village,9
Tenkodogo,departement,9
Kokologho,departement,9
Balonghin,village,9
Bougounam,village,9
Boussouma,departement,9
Boulougou,village,9
Loukouara,village,9
Dintoloma,village,9
Koudoumbo,village,9
Wolonkoto,departement,9
Damzoussi,village,9
Dougbolle,village,9
Bilbabogo,village,9
Koundouba,village,9
Leleguere,village,9
Kankalaba,departement,9
Tinrtinga,village,9
Nongolado,village,9
Dandougou,village,9
Yakembili,village,9
Noumousso,village,9
Mangodara,village,9
Boulounga,village,9
Bourzanga,village,9
Diagadere,village,9
Doundegue,village,9
Magafesso,village,9
Korsimoro,departement,9
Komteguia,village,9
Sampobien,village,9
Maleouale,village,9
Nagbingou,departement,9
Namsiguia,village,9
Nioumbila,village,9
Ouemtenga,village,9
Diofoloma,village,9
Sam-Fulbe,village,9
Sakidissi,village,9
Sokouraba,village,9
Nioneegre,village,9
Singtenga,village,9
Zangazoli,village,9
Kongoussi,departement,9
Sil-Toega,village,9
Kafiguila,village,9
Bourzanga,departement,9
Selenkoro,village,9
Pouytenga,departement,9
Mantiongo,village,9
Bangataka,village,9
Dawelegue,village,9
Yalgouego,village,9
Wattinoma,village,9
Pazoetfom,village,9
Tampialin,village,9
Tiereteon,village,9
Ziedougou,village,9
Bondorola,village,9
Djamkolga,village,9
Kpankpire,village,9
Bissiguin,village,9
Koromperi,village,9
Kekelesso,village,9
Panamasso,village,9
Djikologo,village,9
Simpiguin,village,9
Silgteogo,village,9
Fili-Fili,village,9
Houetiara,village,9
Ouatinoma,village,9
Gantodogo,village,9
Moadougou,village,9
Ouamzalin,village,9
Baraboule,village,9
Tiankoura,village,9
Gnindekuy,village,9
Sekuy-Ira,village,9
Tibilindi,village,9
Sehintiro,village,9
Palembera,village,9
Badiembie,village,9
Thiombiel,village,9
Petalbaye,village,9
Vousnango,village,9
Yonbtenga,village,9
Kaniagara,village,9
Doumtinga,village,9
Mangodara,departement,9
Massougou,village,9
Rassogoma,village,9
Kountioro,village,9
Rombagare,village,9
Djigouera,village,9
Kongtinga,village,9
Alliakoum,village,9
Bilkoundi,village,9
Assinga 1,village,9
Kinkinkan,village,9
Al-Hamdou,village,9
Kain-Ouro,village,9
Assinga 2,village,9
Zeologuin,village,9
Nenebouro,village,9
Tackssene,village,9
Faniagara,village,9
Koumsagha,village,9
Bledougou,village,9
Windeboki,village,9
Dindersso,village,9
Yarsipiga,village,9
Matourkou,village,9
Kankalaba,village,9
Koundoula,village,9
Bourawale,village,9
Darsalamy,village,9
Deregouan,village,9
Koudougou,departement,9
Petareobe,village,9
Gomd'hiri,village,9
Iolonioro,departement,9
Diébougou,departement,9
Sokourani,village,9
Koulpelga,village,9
Toussiana,village,9
Fetombaga,village,9
Wempea Ii,village,9
Fetombale,village,9
Kossoghin,village,9
Kamdiokin,village,9
Konkuisse,village,9
Koutougou,departement,9
Nakombogo,village,9
Baraboulé,departement,9
Nomboilom,village,9
Kelinyiri,village,9
Konioudou,village,9
Ramessoum,village,9
Soussoula,village,9
Tin-Akoff,departement,9
Sikouinsi,village,9
Singtoega,village,9
Lamzoussi,village,9
Soudougou,village,9
Tamassogo,village,9
Tankienga,village,9
Toekedogo,village,9
Toekoundi,village,9
Wanbsouya,village,9
Dembelela,village,9
Tiankoura,departement,9
Niamberla,village,9
Dantchadi,village,9
Nab-Massa,village,9
Konamisse,village,9
Wonrobogo,village,9
Dimvousse,village,9
Babekolon,village,9
Dounousso,village,9
Lahirasso,village,9
Djigouema,village,9
Zoumahiri,village,9
Kotoudeni,village,9
Kourweogo,province,9
Pakoungou,village,9
Mong-Naba,village,9
Kompienga,province,9
Mogobasso,village,9
Boukiemde,province,9
Nambouena,village,9
Nefrelaye,village,9
Sud-Ouest,region,9
Balambogo,village,9
Nerkedaga,village,9
Sefina Ii,village,9
Gbomblora,departement,9
Kagnagara,village,9
Seno-Bani,village,9
N'gorlani,village,9
Bundissin,village,9
Bangoghin,village,9
Gouapegue,village,9
Zanfagora,village,9
Yimboulsa,village,9
Nagréongo,departement,9
Doumboula,village,9
Koukoulou,village,9
Nafanasso,village,9
Seno-Diao,village,9
Dionkongo,village,9
Pogoyoaga,village,9
Tikirkare,village,9
Boulhogdo,village,9
Petakolle,village,9
Kakoumana,village,9
Kantchari,departement,9
Sambonaye,village,9
Doundouni,village,9
Kompienga,departement,9
Guri-Guri,village,9
Diapangou,departement,9
Liptougou,departement,9
Soumousso,village,9
Ouettigue,village,9
Tobidioga,village,9
Lamlamone,village,9
Ouayalgue,village,9
Siltougdo,village,9
Mandiasso,village,9
Retkoulga,village,9
Silmangue,village,9
Sokoura I,village,9
Toubayiri,village,9
Doulougou,departement,9
Diamahoun,village,9
Niambrigo,village,9
Sifarasso,village,9
Gourbassa,village,9
Peterkoue,village,9
Toussiana,departement,9
Bilbalogo,village,9
Kourinion,village,9
Gassougou,village,9
Salentene,village,9
Pangtenga,village,9
Dialakoro,village,9
Séguénéga,departement,9
Borguende,village,9
Kagbogora,village,9
Fourkoura,village,9
Baonroure,village,9
Lamiougou,village,9
Boulibola,village,9
Katchirga,village,9
Soulougre,village,9
Gomponsom,departement,9
Yezouanga,village,9
Ouindigui,departement,9
Kielnordy,village,9
Kodiolaye,village,9
Toundoura,village,9
Nongodoum,village,9
Mamassiol,village,9
Toemighin,village,9
Zitonosso,village,9
Kourinion,departement,9
Kourignon,departement,9
N'diolloa,village,9
Djigouéra,departement,9
Roumtenga,village,9
Basberike,village,9
Kommoassi,village,9
Boursouma,village,9
Kourgbele,village,9
Guinguine,village,9
Boalbigou,village,9
Secteur 4,village,9
Timboulel,village,9
Sinikiere,village,9
Belayerla,village,9
Kouibanka,village,9
Gnimoassi,village,9
Folbongou,village,9
Nabitenga,village,9
Bondoukuy,village,9
Secteur 3,village,9
Kouygoulo,village,9
Basgouema,village,9
Issapougo,village,9
Boulimbie,village,9
Datiangou,village,9
Toebanega,village,9
Kao-Mossi,village,9
Kao-Peulh,village,9
Gambaghin,village,9
Bangayeni,village,9
Toptiagou,village,9
Tindanogo,village,9
Tanzeongo,village,9
Bayentori,village,9
Ouindigui,village,9
Secteur 2,village,9
Koknoghin,village,9
Djinfoaga,village,9
Bagayalgo,village,9
Bassemyam,village,9
Yil-Yaale,village,9
Zamnongho,village,9
Tankougri,village,9
Petaldaye,village,9
Tangourbi,village,9
Ouaguissi,village,9
Petanouri,village,9
Koulsonde,village,9
Tandougou,village,9
Modaogo I,village,9
Gomassaga,village,9
Kagtoudin,village,9
Yonyonssi,village,9
Zaibtenga,village,9
Zourtenga,village,9
Nongossom,village,9
Kassougou,village,9
Bissigaye,village,9
Pougoudou,village,9
Bourzoaga,village,9
Lo-Djompo,village,9
Ouedeguin,village,9
Kpelinkpe,village,9
Koutougou,village,9
Diomsogui,village,9
Irakoulga,village,9
Dongolona,village,9
Kristenga,village,9
Boussouma,village,9
Guilakora,village,9
Sillaleba,village,9
Waldjoaga,village,9
Soudougui,village,9
Zinibeogo,village,9
Sologo Ii,village,9
Gbingbina,village,9
Zindinogo,village,9
Founfouna,village,9
Bapilinga,village,9
Zeguedega,village,9
Bobomonti,village,9
Faramoura,village,9
Tiakoagli,village,9
Syn-Bekuy,village,9
Tang-Sega,village,9
Doulougou,village,9
Dourtenga,village,9
Sangbabie,village,9
Poestenga,village,9
N'guepera,village,9
Soreguera,village,9
Sorombora,village,9
Kekelnoda,village,9
Fanfangou,village,9
Silmissin,village,9
Samsaongo,village,9
Kankiongo,village,9
Songpelce,village,9
Torkouora,village,9
Nangbanli,village,9
Kankienga,village,9
Zankougdo,village,9
Tilampira,village,9
Nagbingou,village,9
Liantandi,village,9
Taperdouo,village,9
Similaopo,village,9
Poltianao,village,9
Zamboundi,village,9
Watinooma,village,9
Feneguene,village,9
Koukongou,village,9
Tenoaghin,village,9
Kombongou,village,9
N'kampira,village,9
Napindouo,village,9
Nionranga,village,9
Miperdouo,village,9
Peteldire,village,9
Secteur 1,village,9
Kankouera,village,9
Gnimboama,village,9
Fouambiga,village,9
Timbisseo,village,9
Petabouli,village,9
Guilyende,village,9
Youmtenga,village,9
Kondibito,village,9
Yalankoro,village,9
Zabatorla,village,9
Koumbango,village,9
Kourpelle,village,9
Lamdamaol,village,9
Banankoro,village,9
Kouroukan,village,9
Koritigui,village,9
Tenonghin,village,9
Secteur 5,village,9
Mogomnore,village,9
Diegbanao,village,9
Binstigre,village,9
Sounougou,village,9
N'sorpera,village,9
Siditenga,village,9
Wolokonto,village,9
Niankuini,village,9
Guimboari,village,9
Sougoudou,village,9
Pendianga,village,9
Tanguiema,village,9
Lao-Peulh,village,9
Samandeni,village,9
Timbikora,village,9
Dinguilga,village,9
Timintira,village,9
Soungoule,village,9
Samtangou,village,9
Tonkoroni,village,9
Kparryera,village,9
Secteur 9,village,9
Gountoure,village,9
Tatiangou,village,9
Kounsseni,village,9
Niarebama,village,9
Tanwogoma,village,9
Gasseliki,village,9
Zingdnogo,village,9
Naniagara,village,9
Nekanklou,village,9
Balambiro,village,9
Banouassi,village,9
Loutougou,village,9
Vinvelena,village,9
Kelgayane,village,9
Ouanobian,village,9
Nongtenga,village,9
Kiro-Hari,village,9
Zandoubre,village,9
Diondione,village,9
Kougourin,village,9
Kandaghin,village,9
Korsimoro,village,9
Oueloguin,village,9
Tiantiaka,village,9
Dianalaye,village,9
Ilartenga,village,9
Kankaniba,village,9
Kamsaongo,village,9
Soadobila,village,9
Poringuin,village,9
N'tonkira,village,9
Secteur 8,village,9
Nassobore,village,9
Djianvour,village,9
Secteur 7,village,9
Menegou 1,village,9
Nagbangou,village,9
Bouloulou,village,9
Sandakoro,village,9
Nioktenga,village,9
Menegou 2,village,9
N'guidoye,village,9
Sarandaye,village,9
Bevougane,village,9
Koulpalga,village,9
Hamtiouri,village,9
Fidialare,village,9
Kombazien,village,9
Secteur 6,village,9
Bomdomina,village,9
Bekotenga,village,9
Ziniguima,village,9
Sougoudin,village,9
Doumbassa,village,9
Komboassi,village,9
Pegdwende,village,9
Lougbisse,village,9
Kogwedogo,village,9
Kalamtogo,village,9
Koulbako,village,8
Gorgouin,village,8
Kankalsi,village,8
Koumnere,village,8
Kongosso,village,8
Boukouin,village,8
Belhouro,village,8
Sakuilga,village,8
Linoghin,village,8
Tagnania,village,8
Yeleania,village,8
Banikidi,village,8
Tondiata,village,8
Koulpele,village,8
Gastoega,village,8
Koussala,village,8
Dakiecma,village,8
Silgueye,village,8
Zaptenga,village,8
Kermagou,village,8
Ouarkoye,village,8
Nagnesna,village,8
Pouswoko,village,8
Bonsrima,village,8
Balboudi,village,8
Benfoaka,village,8
Kierguin,village,8
Nassamba,village,8
Koubeogo,village,8
Dantiera,village,8
Guingale,village,8
Silkouka,village,8
Madoudji,village,8
Damongto,village,8
Koutiama,village,8
Zorbimba,village,8
Nioryida,village,8
Pagalaga,village,8
Fetonada,village,8
Ouada V3,village,8
Garpieni,village,8
Guinoama,village,8
Bandiara,village,8
Kougpaka,village,8
Ouada V4,village,8
Bissirin,village,8
Darsalam,village,8
Ladwenda,village,8
Korbogdo,village,8
Ouada V1,village,8
Boundore,village,8
Dantiere,village,8
Dakaongo,village,8
Komtenga,village,8
Damkieta,village,8
Ouada V2,village,8
Yelbissi,village,8
Takatami,village,8
Tombeyao,village,8
Goundere,village,8
Dipienga,village,8
Petegoli,village,8
Bangagou,village,8
Nagtaoli,village,8
Lilgomde,village,8
Boulmona,village,8
Solimana,village,8
Samtenga,village,8
Modjouma,village,8
Dankanao,village,8
Kologkom,village,8
Kogmasgo,village,8
Bangbily,village,8
Koumbore,village,8
Tempelce,village,8
Baskoure,village,8
Pahounde,village,8
Bontegou,village,8
Bagtenga,village,8
Tampetou,village,8
Gnangdin,village,8
Pissalin,village,8
Allamine,village,8
Mankanon,village,8
Loukodou,village,8
Gambaaga,village,8
Kiensere,village,8
Ndjahote,village,8
Souringo,village,8
Syalguin,village,8
Pelhoute,village,8
Banikani,village,8
Ayagorou,village,8
Zantonre,village,8
Allobiga,village,8
Kouankuy,village,8
Sannabin,village,8
Fetekoba,village,8
Pegwende,village,8
Baglenga,village,8
Zangogho,village,8
Nobtenga,village,8
Tampedou,village,8
Waltinga,village,8
Lo-Sinon,village,8
Tounkini,village,8
Pighyiri,village,8
Kartenga,village,8
Gargassa,village,8
Fottigue,village,8
Gandaogo,village,8
Fouankuy,village,8
Tengsoba,village,8
Koubongo,village,8
Bomboila,village,8
Lo-Caloa,village,8
Kononiba,village,8
Konkuini,village,8
Lo-Longo,village,8
Weotenga,village,8
Werapoli,village,8
Ounougou,village,8
Lo-Pouri,village,8
Hamamore,village,8
Dirlakou,village,8
Kitobama,village,8
Kangarin,village,8
Kieblega,village,8
Kossouka,village,8
Tionouna,village,8
Tiekouna,village,8
Tengrela,village,8
Marebama,village,8
Saouleni,village,8
Korokora,village,8
Nieguema,village,8
Koussago,village,8
Dionouna,village,8
Boulzoma,village,8
Diongolo,village,8
Tandyari,village,8
Didcomba,village,8
La-Todin,village,8
Minissia,village,8
Sissamba,village,8
Tintilou,village,8
Bascouda,village,8
Toumouni,village,8
Sougbini,village,8
Dingasso,village,8
Zankolga,village,8
Kogodjan,village,8
Kangoura,village,8
Cissegue,village,8
Kokorowe,village,8
Niantono,village,8
Katierla,village,8
Farakoba,village,8
Dodougou,village,8
Bougoula,village,8
Tilligui,village,8
